SHIFT,PAGE,SPACE,.,BKSP,RETURN,
 , , , , , ,
 ,2,3,4, , ,
1, , , ,5,6,
 , , ,0, , ,
7,8,9, ,-,/,
 , , , , , ,
:,;,(,), ,&,
 , , , ,$, ,
 , ,`,",", , ,
@,\", , ,?,!,
 , , , , , ,
SHIFT,PAGE,SPACE,.,BKSP,RETURN,
